"SKILL_CODE","CHANNEL","KEYWORDS","ACTION_TYPE","JUMP_TARGET","MCP_PARAMS","EXTRA_PARAMS","CREATED_AT","UPDATED_AT","NAME"
reverse_repo_auth,VTM,"- ""逆回购开通""
- ""逆回购权限""
- ""债券逆回购""
- ""实时盈""
- ""通用回购逆回购资质""
- ""通用回购资质设置""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9984&businessCode=20096,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,通用回购逆回购资质设置
risk_warning_auth,VTM,"- ""风险警示权限""
- ""ST股买入权限""
- ""警示股票开通""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9984&businessCode=20171,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,风险警示证券买入权限设置
st_stock_limit_auth,VTM,"- ""ST交易限制""
- ""ST买入比例""
- ""ST股限额""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20768,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,ST股票交易比列设置
star_market_permission,VTM,"- ""科创板权限设置""
- ""科创板权限""
- ""科创板""
- ""开通科创板""
- ""科创板开通""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9984&businessCode=20383,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,科创板权限设置
unified_permission_setting,VTM,"- ""联合权限设置""
- ""权限设置""
- ""一起设置权限""
- ""权限购物车""
- ""联合开通""
- ""权限打包""
- ""多权限开通""
- ""一键开通权限""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9984,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,联合权限设置
block_trade_promise_sign,VTM,"- ""大宗承诺函""
- ""我要签大宗交易""",JUMP,/userlogin/judge?flowId=userlogin&busicode=50204,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,大宗交易股份承诺函签署
busin_password_update,VTM,"- ""改密码""
- ""换密码""
- ""修改（而不是忘记）资金密码""",JUMP,/base/checkdevice?flowId=fundsaccountpwdchange,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,资金密码修改
cancel_custody,VTM,"- ""撤销三方存管""",JUMP,/base/checkdevice?flowId=depositorybankundo,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,三方存管撤销
cifaccount_password_update,VTM,"- ""改密码""
- ""换密码""
- ""修改（而不是忘记）一户通密码""",JUMP,/base/checkdevice?flowId=cifaccountpwdchange,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,一户通密码修改
cifaccount_signup,VTM,"- ""我要签约""
- ""签个一户通""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20210,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,一户通签约
electronic_signature_agreement_sign,VTM,"- ""签电子签""
- ""电子签协议""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20067,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,签署电子签名约定书
electronic_signature_promise_sign,VTM,"- ""签电子签承诺函""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20354,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,签署电子签名承诺函
face_recognition_service_agreement_sign,VTM,"- ""人脸识别协议""
- ""签人脸识别""
- ""我要取消人脸识别""",JUMP,/base/checkdevice?flowId=signfaceagreement,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,人脸识别验证服务协议签署/取消
financial_product,VTM,"- ""看金融产品""
- ""买金融产品""
- ""买金融产品""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9001,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,金融产品
id_info_update,VTM,"- ""改身份证""
- ""改证件信息""
- ""身份证信息不一致""
- ""账户信息不一致""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20064,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,身份证件信息修改
id_verify_product_agreement_sign,VTM,"- ""签身份认证协议""
- ""产品使用协议""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20313,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,签署身份认证产品使用协议
quick_password_reset,VTM,"- ""修改重置密码""
- ""改密码""
- ""忘记密码""
- ""密码不记得""
- ""不记得密码""
- ""忘了一户通密码""
- ""忘了交易密码""
- ""忘了资金密码""
- ""忘了支付密码""",JUMP,/base/checkdevice?flowId=resetpassword,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,快捷密码重置
yht_risk_assessment,VTM,"- ""我要做测评""
- ""怎么做风险测评""
- ""风险测评过期""",JUMP,/userlogin/judge?flowId=userlogin&busicode=21012,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,风险测评
risk_prediction_assessment,VTM,"- ""我要做风险预测""",JUMP,/base/checkdevice?flowId=avantriskassessment,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,风险预测评
switch_custodian_bank,VTM,"- ""我要改三方存管银行""
- ""我要改银行信息""",JUMP,/base/checkdevice?flowId=depositorybankupdate,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,三方存管银行变更
transaction_password_update,VTM,"- ""改密码""
- ""换密码""
- ""修改（而不是忘记）支付密码""
- ""修改（而不是忘记）交易密码""",JUMP,/base/checkdevice?flowId=custaccountpwdchange,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,交易密码修改
update_account_info,VTM,"- ""修改地址""
- ""修改名字""
- ""修改手机号""
- ""账户信息修改""
- ""账户信息不一致""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9993,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,账户信息修改
credit_joint_cancel,VTM,"- ""信用联合销户""
- ""信用账户联合销户""
- ""联合销户信用""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20621,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,信用联合销户
fund_account_cancel,VTM,"- ""基金账号销户""
- ""基金账户销户""
- ""销户基金账号""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20402,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,基金账号销户
fund_trading_account_closing,VTM,"- ""基金交易账号销户""
- ""基金交易账户销户""
- ""销户基金交易账号""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20409,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,基金交易账号销户
margin_trading_contract_termination,VTM,"- ""融资融券合同终止""
- ""融资融券终止""
- ""终止融资融券合同""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20613,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,融资融券合同终止
securities_account_cancel,VTM,"- ""证券账户注销""
- ""注销证券账户""
- ""股东账户注销""",JUMP,/userlogin/judge?flowId=userlogin&busicode=90105,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券账户注销
securities_account_close,VTM,"- ""证券账户销户""
- ""股东账户销户""
- ""股票账户销户""
- ""销户证券账户""
- ""我要换券商""
- ""销股东账户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20202,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券账户销户
securities_customer_code_joint_cancel,VTM,"- ""证券客户代码联合销户""
- ""客户代码联合销户""
- ""联合销户客户代码""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20511,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券客户代码联合销户
securities_financial_account_closing,VTM,"- ""证券理财账户销户""
- ""理财账户销户""
- ""销户理财账户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=22002,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券理财账户销户
securities_transfer_custody,VTM,"- ""证券转托管""
- ""转托管""
- ""证券转出""",JUMP,/userlogin/judge?flowId=userlogin&busicode=50201,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券转托管
trade_agency_revoke,VTM,"- ""撤销委托交易关系""
- ""委托交易关系撤销""
- ""更改股东账户状态""",JUMP,/userlogin/judge?flowId=userlogin&busicode=50104,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,委托交易关系撤销
ymt_account_cancel,VTM,"- ""一码通账户注销""
- ""一码通注销""
- ""注销一码通""
- ""中登账户销户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=90104,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,一码通账户注销
capital_account_opening,VTM,"- ""资金账户开户""
- ""资金账户""
- ""开资金账户""",JUMP,/base/checkdevice?flowId=openfundid,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,资金账户开户
credit_account_opening,VTM,"- ""信用账户联合开户""
- ""信用账户""
- ""融资融券""
- ""两融""",JUMP,/base/checkdevice?flowId=opencreditaccount,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,信用账户联合开户
fund_account_opening,VTM,"- ""基金账户开户""
- ""基金账户""
- ""TA账户""",JUMP,/base/checkdevice?flowId=fundopenaccount,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,基金账户开户
small_dormant_account_activation,VTM,"- ""我要做不规范休眠账户激活""
- ""我要激活不规范休眠账户""
- ""休眠账户""
- ""激活休眠""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20071,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,不规范休眠账户激活
money_type_opening,VTM,"- ""货币开户""
- ""货币代码开户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20103,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,货币代码开户
options_joint_opening,VTM,"- ""我要开期权户""
- ""期权开户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20801,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,期权联合开户
securities_account_opening,VTM,"- ""证券账户开户""
- ""证券账户""
- ""股东账户""
- ""开封闭式基金""
- ""股票交易权限""
- ""股转账户""
- ""信用北交所账户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20201,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券账户开户
securities_fund_account_opening,VTM,"- ""开证券理财""
- ""证券理财账户开户""
- ""开通OTC账户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20350,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,证券理财账户开户
third_party_open,VTM,"- ""绑定银行卡""
- ""银行卡开户""
- ""我要办三方存管""",JUMP,/base/checkdevice?flowId=depositbankopen,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,三方存管开户
trade_agency_establish,VTM,"- ""建立委托交易关系""
- ""委托交易关系设定""
- ""更改股东账户状态""",JUMP,/userlogin/judge?flowId=userlogin&busicode=50102,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,委托交易关系建立
unified_account_opening,VTM,"- ""联合开户""
- ""开户""
- ""一起开户""
- ""开封闭式基金""
- ""一户通开户""
- ""一户通账户开户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=20000,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,联合开户
account_analysis,VTM,"- ""账户分析""
- ""分析账户""
- ""资产分析""",JUMP,/userlogin/judge?flowId=userlogin&busicode=8005,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,账户分析
account_health_check,VTM,"- ""账户体检""
- ""看看我的账户健康吗""
- ""资金体检""
- ""诊断账户""
- ""账户状态检测""",JUMP,/userlogin/judge?flowId=userlogin&busicode=23112,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,账户体检
account_inquiry_test,VTM,"- ""账户信息查询""
- ""账户完整性信息""
- ""账户查询与检测""
- ""业务适当性查询""
- ""基本信息查询""
- ""联系信息查询""
- ""一户通信息查询""
- ""客户信息查询""",JUMP,/userlogin/judge?flowId=userlogin&busicode=8008,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,账户查询与检测
agreement_signing_inquiry,VTM,"- ""协议签好了吗""
- ""翻一下我签的合同""
- ""协议在哪看""",JUMP,/userlogin/judge?flowId=userlogin&busicode=8006,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,签署协议查询
asset_inquiry,VTM,"- ""我的账户有多少钱""
- ""查一下余额""
- ""帮我看看资产情况""
- ""有没有到账""",JUMP,/userlogin/judge?flowId=userlogin&busicode=21820,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,资产查询
business_status_inquiry,VTM,"- ""查一下进度""
- ""业务进度查询""
- ""我办了哪些业务""
- ""我上次办了哪些业务""
- ""办了什么业务""",JUMP,/userlogin/judge?flowId=userlogin&busicode=8001,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,业务办理进度查询
delivery_note_inquiry,VTM,"- ""帮我翻一下交割记录""
- ""找一下交割凭证""
- ""交割单在哪查""",JUMP,/userlogin/judge?flowId=userlogin&busicode=8004,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,交割单查询
personalized_homepage,VTM,"- ""个性化首页""
- ""首页设置""
- ""自定义首页""",JUMP,/userlogin/judge?flowId=userlogin&busicode=7700,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,个性化首页
statement_query,VTM,"- ""对账单查询""
- ""对账单""
- ""查对账单""
- ""账单""
- ""看对账单""",JUMP,/userlogin/judge?flowId=userlogin&busicode=21822,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,对账单查询
suitability_info_inquiry,VTM,"- ""我的风险等级在哪看""
- ""我的账户权限有问题吗""
- ""查一下适当性信息""",JUMP,/userlogin/judge?flowId=userlogin&busicode=8007,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,适当性管理信息查询
account_opening_dual_record,VTM,"- ""开户要录像吗""
- ""视频认证怎么做""
- ""开通交易权限要双录吗""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9996&subCode=153,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,开户类，股票交易双录
agreed_buyback_dual_record,VTM,"- ""约定购回式证券交易申请双录""
- ""约定购回业务开通双录""
- ""约定购回交易权限双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=155,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,约定购回式证券交易业务双录
bond_qualified_investor_dual_record,VTM,"- ""债券市场合格投资者双录""
- ""债券质押式回购资格双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0008,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,债券市场合格投资者双录
bse_qualified_investor_dual_record,VTM,"- ""北交所双录""
- ""北交所业务双录""
- ""北证交易权限双录""
- ""北交所合格投资者双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0035,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,北交所合格投资者双录
convertible_bond_dual_record,VTM,"- ""可转债交易双录""
- ""开通可转债双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0028,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,可转债业务双录
delisting_period_dual_record,VTM,"- ""买退市股""
- ""整理期股票怎么买""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0017,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,退市整理期股票双录
forex_account_opening,VTM,"- ""外汇账户联合开户""
- ""外汇账户""
- ""外汇开户""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9996&subCode=271,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,外汇账户联合开户双录
gem_market_access_dual_record,VTM,"- ""创业板双录""
- ""买创业板股票双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0003,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,创业板市场交易权限双录
h_share_full_circulation,VTM,"- ""H股全流通业务""
- ""H股全流通""
- ""H股""
- ""全流通""
- ""港股全流通""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9996&subCode=322,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,H股全流通业务双录
hkt_double_record,VTM,"- ""我要港股通双录""
- ""港股通双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0012,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,港股通业务双录
innovative_firm_cdr_dual_record,VTM,"- ""试点创新企业股票交易双录""
- ""存托凭证交易""
- ""CDR交易""
- ""试点股票""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0029,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,试点创新企业股票或存托凭证交易双录
margin_trading_double_record,VTM,"- ""融资融券双录""
- ""两融双录""
- ""双录融资融券""
- ""我要做两融双录""
- ""帮我做两融双录""
- ""借我五千元""
- ""融资融券双录""
- ""开两融账户双录""
- ""融资买入、融券卖出""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=150,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,融资融券业务双录
neeq_basic_dual_record,VTM,"- ""新三板二类双录""
- ""新三板基础层""
- ""新三板二类业务双录""
- ""股转系统二类权限双录""
- ""二类投资者双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0023,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,全国股转系统-二类合格投资者双录
neeq_delisted_shares_dual_record,VTM,"- ""两网退市怎么弄""
- ""我不能买这个退市股""
- ""开通退市股交易""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0006,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,全国中小企业股份转让系统-两网退市双录
neeq_innovation_dual_record,VTM,"- ""新三板一类业务双录""
- ""股转系统一类权限双录""
- ""一类投资者双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0005,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,全国股转系统-一类合格投资者双录
neeq_type4_investor_dual_record,VTM,"- ""新三板四类合格投资者申请双录""
- ""新三板合格投资者权限开通双录""
- ""四类合格投资者双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0007,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,全国中小企业股份转让系统-四类合格投资者双录
option_level1_open_dual_record,VTM,"- ""股票期权一级权限开通""
- ""期权一级交易资格申请""
- ""期权一级双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0013,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,股票期权业务一级权限开通双录
option_level2_open_dual_record,VTM,"- ""股票期权二级权限开通""
- ""期权二级交易资格申请""
- ""期权二级双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=202,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,股票期权业务二级权限开通双录
option_level3_open_dual_record,VTM,"- ""期权三级双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=203,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,股票期权业务三级权限开通双录
precious_metal_deferred_delivery_dual_record,VTM,"- ""开贵金属现货延期交收合约权限双录""
- ""贵金属延期交易双录""
- ""现货延期交收双录""
- ""现货黄金延期双录""
- ""现货白银延期双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=200,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,贵金属现货合约代理业务-现货延期交收合约权限开通双录
precious_metal_spot_deal_dual_record,VTM,"- ""开贵金属现货实盘合约权限双录""
- ""现货黄金实盘交易双录""
- ""现货白银实盘交易双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0014,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,贵金属现货合约代理业务-现货实盘合约权限开通双录
preferred_stock_trade_dual_record,VTM,"- ""买优先股双录""
- ""优先股交易双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=190,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,优先股交易双录
preferred_stock_transfer_dual_record,VTM,"- ""优先股转让双录""
- ""协议转让双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0015,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,优先股转让双录
retail_to_professional_dual_record,VTM,"- ""普通投资者转专业投资者双录""
- ""专业投资者认定双录""
- ""投资者类别升级双录""
- ""专业投资者权限开通双录""
- ""专业投资者服务升级双录""
- ""普通投资者升级""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0001,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,普通投资者申请转为专业投资者双录
risk_warning_stock_dual_record,VTM,"- ""我要买ST股票，没权限""
- ""买ST股票要录音录像""
- ""风险警示板双录""
- ""警示股权限双录""
- ""带星号股票交易双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0016,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,风险警示股权限双录
senior_client_dual_record,VTM,"- ""我爸妈要买私募，需要做什么手续""
- ""70多了怎么买私募""
- ""高龄风险双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9996&subCode=332,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,"70岁以上高领客户购买私募类产品风险揭示双录"
senior_star_market_dual_record,VTM,"- ""我70多了，还能开科创板吗？""
- ""老人买科创板股票要录音录像""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0022,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,高龄客户科创板股票交易双录
spot_forex_business,VTM,"- ""即期结售汇业务""
- ""即期结售汇""
- ""结售汇""
- ""即期外汇""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9996&subCode=391,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,即期结售汇业务双录
star_market_dual_record,VTM,"- ""科创版双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=account0020,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,科创板业务双录
stock_pledge_repo_dual_record,VTM,"- ""股票质押融资双录""
- ""质押式回购双录""",JUMP,/userlogin/judge?flowId=userlogin&busicode=9997&subCode=030,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,股票质押式回购双录
call_help,VTM,,JUMP,,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,呼叫帮助
go_home,VTM,,JUMP,/homeaio,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,返回首页
prev_step,VTM,,JUMP,None,,,2026-05-28 10:00:00.000,2026-05-28 10:00:00.000,上一步
agreed_repo_qualification_setting,JZYY,"- ""约定购回式证券交易资质设置""
- ""首次办理约定购回式证券交易业务""
- ""开通约定购回式证券交易资质""
- ""注销约定购回式证券交易资质""
- ""约定购回式证券交易资质""",JUMP,"20191",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,约定购回式证券交易资质设置
bond_repo_agreement_permission_setting,JZYY,"- ""债券质押式协议回购权限设置""
- ""设债券质押式协议回购权限""
- ""债券质押式协议回购权限""
- ""协议回购权限办理""",JUMP,"20287",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,债券质押式协议回购权限设置
capital_account_permission_modify,JZYY,"- ""资金账户权限修改""
- ""修改资金账户权限""
- ""资金账户操作方式修改""
- ""资金权限修改""
- ""资金账户操作方式修改""",JUMP,"20123",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,资金账户权限修改
credit_star_market_permission_setting,JZYY,"- ""信用科创板权限设置""
- ""设信用科创板权限""
- ""信用科创板权限""
- ""开通科创板股票交易""",JUMP,"20390",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,信用科创板权限设置
depositary_receipt_permission_setting,JZYY,"- ""存托凭证交易权限设置""
- ""设存托凭证交易权限""
- ""存托凭证交易权限设""",JUMP,"20183",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,存托凭证交易权限设置
exemption_permission_open,JZYY,"- ""豁免权限开通""
- ""开豁免权限""
- ""可转债豁免权限""
- ""科创板股票豁免权限""
- ""债券专业投资者豁免权限""
- ""创业板股票豁免权限""
- ""退市整理可转债豁免权限""
- ""北交所债券专业投资者豁免权限""
- ""豁免权限""",JUMP,"20255",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,豁免权限开通
org_client_broker_transfer_permission,JZYY,"- ""机构客户券商端转账权限设置""
- ""设机构客户券商端转账权限""
- ""机构客户券商端转账权限""
- ""申请开通券商端转账功能""
- ""托管产品户申请开通券商端转账功能""",JUMP,"20161",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,机构客户券商端转账权限设置
precious_metal_professional_investor_setting,JZYY,"- ""贵金属专业投资者设置""
- ""设贵金属专业投资者""
- ""贵金属专业投资者""
- ""贵金属专业投资者系统身份设置""",JUMP,"20357",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,贵金属专业投资者设置
preferred_stock_transfer_permission_open,JZYY,"- ""优先股转让权限开通""
- ""开优先股转让权限""
- ""优先股转让权限""
- ""优先股交易权限""",JUMP,"20277",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,优先股转让权限开通
professional_investor_setting,JZYY,"- ""专业投资者设置""
- ""专业投资者划分标准""
- ""申请成为专业投资者""
- ""普通投资者转专业投资者""",JUMP,"20057",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,专业投资者设置
sh_trust_qualified_investor_setting,JZYY,"- ""上海信托合格投资者设置""
- ""设上海信托合格投资者""
- ""上海信托合格投资者""",JUMP,"20301",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,上海信托合格投资者设置
shanghai_london_connect_permission_setting,JZYY,"- ""沪伦通交易权限设置""
- ""设沪伦通交易权限""
- ""沪伦通交易权限""",JUMP,"20318",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,沪伦通交易权限设置
special_delisted_stock_permission,JZYY,"- ""特殊退市股票权限""
- ""特殊退市股票""
- ""开通退市整理买入权限""
- ""买入退市股票""",JUMP,"20266",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,特殊退市股票权限
specific_bond_transfer_permission_setting,JZYY,"- ""特定债券转让权限设置""
- ""设特定债券转让权限""
- ""特定债券转让权限""",JUMP,"20394",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,特定债券转让权限设置
stock_repo_qualification_open,JZYY,"- ""股票质押式回购资质开通""
- ""首次进行股票质押式回购交易""
- ""开股票质押式回购资质""
- ""股票质押式回购资质""",JUMP,"20291",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,股票质押式回购资质开通
structured_fund_permission_setting,JZYY,"- ""分级基金权限设置""
- ""设分级基金权限""
- ""分级基金权限""",JUMP,"20285",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,分级基金权限设置
tianhuibao_pledged_quote_repurchase_permission,JZYY,"- ""“天汇宝”质押式报价回购资质设置""
- ""天汇宝资质开通""
- ""天汇宝资质注销""
- ""上交所债券质押式报价回购""
- ""深交所债券质押式报价回购""",JUMP,"20187",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,“天汇宝”质押式报价回购资质设置
account_data_sync,JZYY,"- ""账户资料同步""",JUMP,"20037",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,账户资料同步
add_fund_trading_account,JZYY,"- ""增加基金交易账号""
- ""开放式基金交易""",JUMP,"20408",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,增加基金交易账号
agency_relationship_terminate,JZYY,"- ""代理关系终止""",JUMP,"20006",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,代理关系终止
agreed_repo_securities_trading,JZYY,"- ""约定购回式证券交易业务""",JUMP,"20369",,,2026-06-08 10:00:00.000,2026-06-08 10:00:00.000,约定购回式证券交易业务
